"student","course","group","LastLevelCompleted","L1.BadSteps","L2.BadSteps","L3.BadSteps","L4.BadSteps","L5.BadSteps","L6.BadSteps","L1.Percentile","L2.Percentile","L3.Percentile","L4.Percentile","L5.Percentile","L6.Percentile","L1.Score","L2.Score","L3.Score","L4.Score","L5.Score","L6.Score","L1.Zscore","L2.Zscore","L3.Zscore","L4.Zscore","L5.Zscore","L6.Zscore","L2.Path","L3.Path","L4.Path","L5.Path","L6.Path","L1.Reward","L2.Reward","L3.Reward","L4.Reward","L5.Reward","L6.Reward","condition","Interaction","hintCount","immediateHintFollowCount","delayHintFollowCount","PSCount","WECount","SkipCount","RestartCount","TotalTime","TotalPSTime","TotalWETime","avgTime","avgPSTime","avgWETime","avgstepTime","avgstepTimeWE","avgstepTimePS","IdleTime","IdleTimeCount","stepTimeDeviation","IdleTimeDeviation","symbolicRepresentationCount","englishRepresentationCount","englishSymbolicSwitchCount","difficultProblemCountSolved","difficultProblemCountWE","easyProblemCountSolved","easyProblemCountWE","UseCount","PrepCount","MorphCount","OptionalCount","InterfaceErrorCount","RightApp","WrongApp","WrongSemanticsApp","WrongSyntaxApp","PrightAppRatio","RrightAppRatio","F1Score","FDActionCount","BDActionCount","DirectProofActionCount","InDirectProofActionCount","actionCount","UseWindowInfo","NonPSelements","AppCount","AppRatio","hintRatio","BlankRatio","HoverHintCount","SystemInfoHintCount","NextStepClickCountWE","PreviousStepClickCountWE","deletedApp","unusedApp","ruleScoreMP","ruleScoreDS","ruleScoreSIMP","ruleScoreMT","ruleScoreADD","ruleScoreCONJ","ruleScoreHS","ruleScoreCD","ruleScoreDN","ruleScoreDEM","ruleScoreIMPL","ruleScoreCONTRA","ruleScoreEQUIV","ruleScoreNULL","ruleScoreCOM","ruleScoreASSOC","ruleScoreDIST","ruleScoreABS","ruleScoreEXP","ruleScoreTAUT","lg","nlg","square.nlg","nlg2","nlg3","X2","X3","postTest"
"rjwoods3","CSC226-001-STADDON-S16","Ensemble_Immediate",6,1,0,5,0,2,10,48.5436893203884,43.4782608695652,70.5882352941177,42.8571428571429,63.6363636363636,70,2.91262135922329,53.0434782608696,-1.17647058823532,-45.7142857142857,-87.2727272727273,0,0.373483314604291,0.582121890849139,0.23729772188664,0.940634162003545,0.185216946644159,-0.00800128030728191,1,1,-1,-1,1,2.91262135922329,50.1308569016463,-54.2199488491049,-44.5378151260504,-41.5584415584416,87.2727272727273,"Ensemble_Immediate",1259,8,NA,NA,10,12,21,8,6882.57241076538,6464.05541076538,418.517,312.844200489335,646.405541076538,34.8764166666667,5.37281218638984,2.12445177664975,5.96315074793855,NA,NA,35.6641493542163,NA,38,0,2,4,8,4,2,64,56,51,15,397,125,61,37,24,0.175808720112518,0.625,0.274423710208563,882,2,772,112,884,10,173,711,0.804298642533937,0.00904977375565611,0.195701357466063,36,6,93,19,14,NA,0.99369263468007,0.998542865932308,0.999999665627993,0.011559013343983,0.583101995560236,0.849438404352462,0.0114317741330266,0.0137295644594499,0.977760532671779,0.838266013527833,0.890076688323356,0.141123982251798,0.0437443972029865,0.01,0.312308119624748,0.01,0.0277173789862679,0.01,0.0113409221902017,0.0117959576964281,-2.91262135922329,-0.0299999999999999,-0.295598783449287,-0.0299999999999999,-1,14,16,93.75
"rmdimart","CSC226-001-STADDON-S16","Random",6,58,7,4,16,4,8,99.0291262135922,71.4285714285714,61.5384615384615,73.9130434782609,81.8181818181818,57.1428571428571,-98.0582524271845,-100,-83.0769230769231,-7.82608695652172,-100,-74.2857142857143,-3.2211405215298,0.0700735691514508,0.307051016670628,-0.144707148873209,-0.833476259898716,0.157459164324443,-1,-1,1,-1,-1,-98.0582524271845,-1.94174757281553,16.9230769230769,75.2508361204014,-92.1739130434783,25.7142857142857,"Random",2488,72,NA,NA,15,7,24,14,10157.738,9835.864,321.874,461.715363636364,655.724266666667,45.982,4.02605548949663,2.59575806451613,4.09998499374739,NA,NA,9.79757263760355,NA,36,0,12,4,5,9,0,164,120,204,82,548,187,385,136,249,0.106492027334852,0.939698492462312,0.191304347826087,1935,40,1671,304,1975,6,219,1756,0.889113924050633,0.0364556962025316,0.110886075949367,82,11,54,11,28,NA,0.0861977560062376,0.013769931942571,0.511963087154911,0.239466320455802,0.758927660222522,0.0190764355193695,0.380676302711931,0.087010698519798,0.967992950912596,0.130309055539254,0.987605987372658,0.335408989862716,0.0799558664546965,0.01,0.0145364222525054,0.011551155115451,0.0283921432582718,0.0115921243937045,0.0137698473102148,0.0115567160296463,23.7725381414702,0.120028011204482,1.68919225501521,0.120028011204482,0.242432814710042,8,8,50
"rmwalden","CSC226-001-STADDON-S16","Cond 6",6,0,0,1,9,26,2,25.9259259259259,28.5714285714286,38.4615384615385,47.8260869565217,100,30,48.1481481481482,-17.1428571428571,-36.9230769230769,44.3478260869565,-60,80,0.437041981959962,0.756794546835668,0.491281626673005,0.34066474630568,-4.02696075955503,0.632101144275274,-1,-1,1,1,1,48.1481481481482,-65.2910052910053,-19.7802197802198,81.2709030100335,-104.347826086957,140,"Cond 6",1006,12,NA,NA,12,9,2,4,6332.745,5646.385,686.36,301.559285714286,470.532083333333,76.2622222222222,6.13638081395349,7.07587628865979,6.03891443850267,NA,NA,9.80086406464111,NA,20,0,4,5,4,5,3,84,40,67,4,118,130,65,33,32,0.157958687727825,1.23809523809524,0.280172413793103,914,0,914,0,914,0,91,823,0.900437636761488,0.0131291028446389,0.099562363238512,196,4,55,10,33,NA,0.999803000033293,0.997248373934782,0.99508352364696,0.823031678326926,0.80790915993413,0.0442277558717594,0.789786399203689,0.956840664645467,0.82988425875181,0.930307062455235,0.999994259767053,0.742973257093438,0.043673971387,0.01,0.01,0.01,0.01,0.0115226260758516,0.01,0.0115226260758516,31.8518518518518,0.614285714285714,4.4233626989133,0.614285714285714,0.66153846153846,14,16,93.75
"rnsmith3","CSC226-001-STADDON-S16","Cond 2",6,7,5,4,3,4,12,85.1851851851852,71.4285714285714,61.5384615384615,100,81.8181818181818,75,-70.3703703703704,-100,-83.0769230769231,-100,-100,-10,-0.109984074930322,0.266279562775513,0.307051016670628,-1.52853051325576,-0.833476259898716,-0.168026886452921,-1,-1,-1,-1,1,-70.3703703703704,-29.6296296296296,16.9230769230769,-16.9230769230769,0,90,"Cond 2",2891,15,NA,NA,12,10,7,1,9457.629,8790.22,667.409,429.892227272727,732.518333333333,66.7409,3.23669712525667,3.44025257731959,3.22222140762463,NA,NA,5.05804072147116,NA,27,0,8,3,2,7,6,132,92,148,19,531,185,206,121,85,0.0814977973568282,1.38059701492537,0.153910149750416,2356,35,2390,1,2391,2,121,2270,0.949393559180259,0.00627352572145546,0.0506064408197407,789,6,60,24,73,NA,0.497534610009981,0.064225606727247,0.999842888509147,0.0115535723946765,0.518772604895738,0.422753485968141,0.028341931019377,0.955086246853558,0.998435314059236,0.398891299982419,0.989293707562496,0.869607313430728,0.043755452437635,0.01,0.02764584010769,0.0115226260758516,0.01,0.0115226260758516,0.0115226260758516,0.0115511550913028,60.3703703703704,0.354347826086957,4.6251604837892,0.354347826086957,0.857894736842105,2,12,43.75
"rtmarsha","CSC226-001-STADDON-S16","Random",6,1,3,1,4,2,2,48.5436893203884,86.9565217391304,58.8235294117647,30.4347826086957,63.6363636363636,30,2.91262135922329,-33.9130434782609,22.3529411764706,79.1304347826087,-87.2727272727273,80,0.373483314604291,-0.474888910955877,0.471156346354633,0.687358957147744,0.185216946644159,0.632101144275274,1,1,1,-1,1,2.91262135922329,-36.8256648374842,56.2659846547315,56.7774936061381,-166.403162055336,167.272727272727,"Random",972,19,NA,NA,12,8,2,1,5593.52,5110.545,482.975,279.676,425.87875,60.371875,5.60472945891784,6.43966666666667,5.53688515709642,NA,NA,17.9189909794302,NA,19,0,8,8,6,2,0,46,46,31,1,338,79,45,30,15,0.141323792486583,0.675213675213675,0.233727810650887,645,15,658,2,660,2,101,559,0.846969696969697,0.0287878787878788,0.153030303030303,137,10,54,1,5,NA,0.433644227604059,0.360355437074548,0.997481183253067,0.866659857439486,0.623401125053935,0.0916387377946142,0.814513183485466,0.0286682640381865,0.566085838631575,0.844606104104475,0.73281600441761,0.319720255844169,0.118945582002822,0.01,0.0246558823529412,0.01,0.01,0.01,0.01,0.01,77.0873786407767,0.794,7.82351446862449,0.794,26.4666666666668,16,16,100
"rtquinn2","CSC226-001-STADDON-S16","Ensemble_Immediate",6,2,0,10,23,10,17,59.2233009708738,43.4782608695652,82.3529411764706,82.6086956521739,76.4705882352941,90,-18.4466019417476,53.0434782608696,-24.7058823529412,-25.2173913043478,-12.9411764705882,-40,0.310419738531763,0.582121890849139,-0.0550255586983513,-0.630079044052098,-0.677317558946565,-0.568090901817018,1,1,1,1,1,-18.4466019417476,71.4900802026171,-77.7493606138107,-0.511508951406654,12.2762148337596,-27.0588235294118,"Ensemble_Immediate",892,1,NA,NA,7,11,1,2,9095.70341076538,6245.72941076538,2849.974,505.316856153632,892.247058680769,259.088545454545,10.0394077381516,22.0928217054264,8.03826178991684,NA,NA,41.7711465511596,NA,19,0,0,5,9,0,0,51,40,45,5,180,74,67,47,20,0.118589743589744,0.685185185185185,0.202185792349727,720,6,726,0,726,0,102,624,0.859504132231405,0.00137741046831956,0.140495867768595,173,4,80,14,14,NA,0.334006639607025,0.179493497754673,0.987694513902213,0.0454112588303285,0.0294446070031003,0.0953295367660598,0.977296887705564,0.0875620358028839,0.0807554481055757,0.155627896177815,0.21771885840873,0.0149872532829658,0.0393117647058824,0.01,0.052450453123748,0.0113409221902017,0.01,0.01,0.01,0.0115226260758516,-21.5533980582524,-0.181967213114754,-1.98040697277432,-0.181967213114754,-1.16842105263158,16,16,100
"rtvandyk","CSC226-001-STADDON-S16","Cond 2",6,1,1,2,8,1,0,52.3148148148148,65.2173913043478,38.4615384615385,47.8260869565217,11.7647058823529,10,-4.62962962962963,9.56521739130434,-36.9230769230769,44.3478260869565,100,100,0.358895402404207,0.229784956914134,0.429871423338879,0.410003588474093,1.2068567413957,0.792126750420912,1,-1,1,1,1,-4.62962962962963,14.194847020934,-46.4882943143813,81.2709030100335,55.6521739130435,0,"Cond 2",1125,1,NA,NA,9,11,0,6,6772.407,6175.328,597.079,338.62035,686.147555555556,54.2799090909091,5.9251154855643,6.42020430107527,5.88126476190476,NA,NA,8.13237893472006,NA,19,0,2,5,7,2,2,63,43,61,18,191,113,72,38,34,0.128555176336746,1.08653846153846,0.229908443540183,944,8,952,0,952,0,73,879,0.923319327731092,0.00105042016806723,0.0766806722689076,347,2,59,3,20,NA,0.842921737993861,0.374593751757986,0.9997263118585,0.900015642977558,0.97137863502061,0.796658481767312,0.315863073685879,0.448611293559744,0.541926943400261,0.951044631236883,0.999223433455864,0.525022380545602,0.0431547736030487,0.01,0.565320927326507,0.0272478478966252,0.0181383235281427,0.0113409221902017,0.01,0.01,104.62962962963,1,10.2288625775122,1,22.6,14,16,93.75
"rvisador","CSC226-001-STADDON-S16","Random",6,8,1,13,9,12,0,83.495145631068,65.2173913043478,92.3076923076923,47.8260869565217,88.2352941176471,14.2857142857143,-66.9902912621359,9.56521739130434,-100,44.3478260869565,-36.4705882352941,11.4285714285714,-0.0679617179034038,0.229784956914134,-0.245640813336503,0.34066474630568,-1.09602295902262,1.41713247891999,1,-1,1,1,-1,-66.9902912621359,76.5555086534403,-109.565217391304,144.347826086957,-80.8184143222506,47.8991596638655,"Random",1751,48,NA,NA,13,7,14,3,8418.762,8230.026,188.736,420.9381,633.078923076923,26.9622857142857,4.73230016863406,2.45111688311688,4.83550293772033,NA,NA,9.18584553192742,NA,32,0,6,6,6,4,0,129,78,112,45,263,166,201,144,57,0.120115774240232,0.922222222222222,0.212548015364917,1508,8,1229,287,1516,7,134,1382,0.911609498680739,0.0316622691292876,0.0883905013192612,229,2,49,0,36,NA,0.97708774633984,0.0459589185563833,0.999687454415666,0.259324181010982,0.114270427663143,0.222513530639772,0.912017740699195,0.0115921243519359,0.658011521560009,0.494837413916413,0.804550276638442,0.63847344231959,0.59075253033569,0.01,0.0143716603548081,0.0115517673867994,0.0115511551122257,0.0115506295623785,0.0115512575123059,0.0115510837829704,78.4188626907073,0.469601328903654,6.06841018147829,0.469601328903654,1.17060041407867,16,16,100
"rwu5","CSC226-001-STADDON-S16","Cond 6",6,1,0,3,29,9,6,52.3148148148148,28.5714285714286,46.1538461538462,86.9565217391304,100,42.8571428571429,-4.62962962962963,-17.1428571428571,-52.3076923076923,-33.9130434782609,-100,-45.7142857142857,0.358895402404207,0.756794546835668,0.368461220004754,-1.04611209706257,-3.3802092762559,0.47237749297333,-1,-1,1,-1,-1,-4.62962962962963,-12.5132275132275,-35.1648351648352,18.3946488294314,-66.0869565217391,54.2857142857143,"Cond 6",1053,27,NA,NA,15,7,0,1,4423.675,4322.93,100.745,201.076136363636,288.195333333333,14.3921428571429,4.07336556169429,1.32559210526316,4.28012871287129,NA,NA,9.07345929931484,NA,22,0,2,3,1,10,4,99,76,74,14,300,133,130,78,52,0.191091954022989,1.26666666666667,0.332084893882648,785,1,780,6,786,2,90,696,0.885496183206107,0.0343511450381679,0.114503816793893,83,3,41,2,1,NA,0.872726018269569,0.726971838983854,0.995918584174005,0.443772368332043,0.631423846561126,0.130265940987272,0.981788077644572,0.0431547736030487,0.771140827592974,0.479453946952391,0.0400120551806151,0.388397213612756,0.0137621560609813,0.01,0.065798556202042,0.0115472830123936,0.102169070011049,0.0113409221902017,0.01,0.01,-41.0846560846561,-0.392667509481669,-4.01654199314196,-0.392667509481669,-8.87428571428571,12,16,87.5
"sabeesle","CSC226-001-STADDON-S16","Cond 5",6,4,3,4,41,8,21,74.537037037037,57.1428571428571,61.5384615384615,95.6521739130435,64.7058823529412,100,-49.0740740740741,-74.2857142857143,-83.0769230769231,-51.304347826087,10.5882352941177,-100,0.124455663736943,0.462485556399575,0.307051016670628,-1.87817820308353,-0.258612158870507,-1.88950997189332,-1,-1,1,1,-1,-49.0740740740741,-25.2116402116402,-8.7912087912088,31.7725752508361,61.8925831202046,-110.588235294118,"Cond 5",1079,1,NA,NA,11,10,0,4,5740.686,5449.305,291.381,273.366,495.391363636364,29.1381,5.20461106074343,2.80174038461538,5.45475975975976,NA,NA,9.62145985428941,NA,21,0,2,3,4,6,5,84,43,87,16,225,95,135,69,66,0.11875,0.88785046728972,0.209481808158765,877,1,878,0,878,6,78,800,0.911161731207289,0.00113895216400911,0.0888382687927107,28,8,56,1,15,NA,0.0120700028180976,0.0282348737142163,0.0117735504723578,0.048175037826639,0.305548877941804,0.011557500328965,0.130746874139009,0.0115772826662639,0.850425764153672,0.725915239219093,0.975929675225405,0.0583427026471465,0.118945582002822,0.01,0.052450453123748,0.0113409221902017,0.0246558823529412,0.01,0.01,0.011551155115451,-50.9259259259259,-0.341614906832298,-4.17097775593849,-0.341614906832298,-1.0377358490566,12,16,87.5
"sastump","CSC226-001-STADDON-S16","Cond 2",6,0,0,0,59,29,21,25.9259259259259,43.4782608695652,30.7692307692308,100,100,100,48.1481481481482,53.0434782608696,-21.5384615384615,-60,-60,-100,0.437041981959962,0.582121890849139,0.552691830007131,-3.12627736211496,-4.65501885966912,-1.88950997189332,1,-1,1,1,-1,48.1481481481482,4.89533011272141,-74.5819397993311,-38.4615384615385,0,-40,"Cond 2",2806,22,NA,NA,12,9,1,16,10107.199,9769.012,338.187,481.29519047619,814.084333333333,37.5763333333333,3.56640755116443,3.55986315789474,3.56663453815261,NA,NA,7.40005932113726,NA,20,0,2,6,4,4,3,106,85,192,28,866,243,168,110,58,0.13099730458221,2.29245283018868,0.247832738398776,1964,4,1849,119,1968,4,113,1855,0.942581300813008,0.0111788617886179,0.0574186991869919,331,2,55,0,44,NA,0.0379609373148658,0.017951925780272,0.613972726037319,0.440392049572157,0.073082532918204,0.0241427224193146,0.991405296481246,0.0189384232991941,0.9993263702705,0.999999999995418,0.999999789135504,0.999999053984378,0.0115506295623785,0.01,0.111485359451546,0.0115511454336483,0.0115567385483164,0.0115506295623785,0.0275982987314258,0.0113409221902017,-148.148148148148,-2.85714285714286,-20.5737799949456,-2.85714285714286,-3.07692307692307,16,16,100
"sbreyno3","CSC226-001-STADDON-S16","Random",5,0,2,2,2,9,NA,24.2718446601942,82.6086956521739,38.4615384615385,26.0869565217391,64.7058823529412,NA,51.4563106796116,-25.2173913043478,-36.9230769230769,87.8260869565217,10.5882352941177,-300,0.436546890676819,-0.122551977020871,0.429871423338879,0.826036641484569,-0.467964858908536,-20,1,-1,1,1,NA,51.4563106796116,-76.6737019839595,-11.7056856187291,124.749163879599,-77.2378516624041,-310.588235294118,"Random",1166,23,NA,NA,10,6,4,18,10869.9236254396,10681.9386254396,187.985,679.370226589975,1068.19386254396,31.3308333333333,9.14207201466749,3.08172131147541,9.46980374595713,NA,NA,30.8608840157352,NA,19,0,2,6,4,2,0,80,67,63,19,273,119,112,68,44,0.147459727385378,1.09174311926605,0.259825327510917,913,3,802,114,916,4,109,807,0.881004366812227,0.0251091703056769,0.118995633187773,53,4,41,2,14,NA,0.942207398333216,0.34327559576063,0.998539904228568,0.992135311607687,0.0115472830123936,0.356298369638711,0.566085838631575,0.0293863421474401,0.396155324192099,0.813096665754652,0.808978857797468,0.0311158538487861,0.0115472830123936,0.01,0.195276515750047,0.01,0.0115511663949306,0.0115472830123936,0.0115472830123936,0.01,-351.456310679612,-7.23999999999999,-50.4434702347131,-7.23999999999999,-6.83018867924529,12,16,87.5
"scfausz","CSC226-001-STADDON-S16","Cond 5",6,1,0,0,31,1,0,52.3148148148148,28.5714285714286,30.7692307692308,91.304347826087,11.7647058823529,10,-4.62962962962963,-17.1428571428571,-21.5384615384615,-42.6086956521739,100,100,0.358895402404207,0.756794546835668,0.552691830007131,-1.1847897813994,1.2068567413957,0.792126750420912,-1,-1,1,1,1,-4.62962962962963,-12.5132275132275,-4.3956043956044,-21.0702341137124,142.608695652174,0,"Cond 5",1263,14,NA,NA,14,7,8,0,9323.326,8815.359,507.967,443.967904761905,629.6685,72.5667142857143,7.21061562258314,6.77289333333333,7.23756896551724,NA,NA,11.0108971811418,NA,27,0,2,6,3,6,2,62,64,58,26,257,131,82,46,36,0.138771186440678,0.942446043165468,0.241920590951062,1025,11,931,105,1036,1,92,944,0.911196911196911,0.0135135135135135,0.0888030888030888,239,4,45,14,11,NA,0.929305046591012,0.317177814228068,0.999997824617532,0.999119161204162,0.562810498002903,0.327484987778709,0.998157866122771,0.118945582002822,0.841291180525522,0.596438147111696,0.985986594073898,0.563368647724115,0.043673971387,0.01,0.0246558823529412,0.0115506295623785,0.0118529176131668,0.0276531681223594,0.0113409221902017,0.0115472830123936,104.62962962963,1,10.2288625775122,1,22.6,8,16,75
"scmcmurr","CSC226-001-STADDON-S16","Ensemble_Immediate",6,1,13,53,4,60,26,48.5436893203884,100,100,100,100,95,2.91262135922329,-60,-60,-100,-60,-50,0.373483314604291,-3.99825825030593,-2.56900577172927,-2.35158540500886,-11.144952560848,-1.28820612947239,1,1,-1,1,1,2.91262135922329,-62.9126213592233,0,-40,40,10,"Ensemble_Immediate",3010,21,NA,NA,7,12,4,7,20432.7147053827,19117.8897053827,1314.825,1075.40603712541,2731.12710076896,109.56875,6.70364655688409,5.05701923076923,6.85720577667959,NA,NA,21.3608993166325,NA,18,0,8,4,9,2,1,158,125,254,61,739,325,273,104,169,0.150462962962963,2.68595041322314,0.284962735642262,2309,0,2270,39,2309,2,149,2160,0.935469900389779,0.00909484625378952,0.0645300996102209,27,7,94,5,110,NA,0.947601198425857,0.904398414009204,0.999999999999997,0.0174892866832228,0.98089116068123,0.925819677412548,0.115443362292908,0.0118644772947682,0.999917709506081,0.999856048787525,0.999999971245267,0.999999943699933,0.816493805345395,0.01,0.027859470372477,0.0140124585178164,0.0118318624911509,0.0115506295623785,0.0113409221902017,0.0115226260758516,-52.9126213592233,-0.545,-5.3700445659954,-0.545,-18.1666666666667,16,16,100
"sdbhutwa","CSC226-001-STADDON-S16","Random",4,1,0,3,0,NA,NA,48.5436893203884,43.4782608695652,46.1538461538462,42.8571428571429,NA,NA,2.91262135922329,53.0434782608696,-52.3076923076923,-45.7142857142857,-300,NA,0.373483314604291,0.582121890849139,0.368461220004754,0.940634162003545,-20,NA,1,-1,-1,NA,NA,2.91262135922329,50.1308569016463,-105.351170568562,6.59340659340661,-254.285714285714,NA,"Random",819,28,NA,NA,9,4,14,3,3781.438,3464.788,316.65,290.879846153846,384.976444444444,79.1625,4.5017119047619,6.08942307692308,4.39693908629442,NA,NA,6.72651788949486,NA,25,0,2,4,3,2,0,35,49,29,11,194,75,49,33,16,0.132978723404255,0.5859375,0.216763005780346,645,1,646,0,646,1,82,564,0.873065015479876,0.043343653250774,0.126934984520124,177,6,27,2,8,NA,0.233279088180162,0.429336839884282,0.999992622154013,0.9175072143465,0.996278194536233,0.566085838631575,0.180519295963129,0.01,0.0579807081904957,0.0588629293558095,0.0115964602654001,0.0115506295623785,0.0113409221902017,0.01,0.0133517554673112,0.0282199721663093,0.0117959576964281,0.0113409221902017,0.01,0.01,NA,NA,NA,NA,NA,2,8,31.25
"sdllewel","CSC226-001-STADDON-S16","Ensemble_Delay",6,2,2,NA,7,NA,0,59.2233009708738,82.6086956521739,NA,43.4782608695652,NA,10,-18.4466019417476,-25.2173913043478,NA,53.0434782608696,NA,100,0.310419738531763,-0.122551977020871,NA,0.479342430642505,NA,0.792126750420912,1,-1,1,-1,1,-18.4466019417476,-6.77078936260025,NA,NA,NA,NA,"Ensemble_Delay",1490,1,NA,NA,13,10,9,3,9015.90065390937,8595.06465390937,420.836,391.995680604755,661.15881953149,42.0836,5.93541846866976,5.13214634146341,5.98125584823199,NA,NA,23.0054199802237,NA,28,0,0,8,5,2,4,72,66,122,61,259,220,101,57,44,0.187074829931973,1.45695364238411,0.331574981160513,1260,0,908,352,1260,2,84,1176,0.933333333333333,0.000793650793650794,0.0666666666666667,219,2,60,0,8,NA,0.999988194772764,0.0426509461989716,0.999999999999827,0.591314713207877,0.102229811027404,0.999267719813648,0.550898743787541,0.0173211380658083,0.999996913446849,0.895935290685382,0.999013239017549,0.68740646213014,0.297072352959503,0.01,0.0940557081945526,0.111671129297763,0.0158936067936211,0.01,0.0319804073523304,0.01,118.446601941748,1,10.8833175981291,1,6.42105263157894,16,16,100
"sfang3","CSC226-001-STADDON-S16","Ensemble_Delay",6,0,0,NA,5,7,12,24.2718446601942,43.4782608695652,NA,100,58.8235294117647,75,51.4563106796116,53.0434782608696,NA,-100,22.3529411764706,-10,0.436546890676819,0.582121890849139,NA,-3.17464029676196,-0.0492594588324775,-0.168026886452921,1,-1,-1,1,1,51.4563106796116,1.58716758125792,NA,NA,122.352941176471,-32.3529411764706,"Ensemble_Delay",1203,56,NA,NA,14,9,9,4,8657.00665390937,8485.86065390937,171.146,376.391593648233,606.132903850669,19.0162222222222,7.03249931268024,2.51685294117647,7.2965267875403,NA,NA,27.8570316159061,NA,29,0,0,8,5,3,3,135,63,83,2,173,157,126,35,91,0.166843783209352,1.02614379084967,0.287020109689214,1057,1,1058,0,1058,0,117,941,0.889413988657845,0.052930056710775,0.110586011342155,0,0,47,1,33,NA,0.0453480972312501,0.62212321455533,0.999999995426716,0.0116389044401122,0.999443286997333,0.057132744223124,0.521012056762606,0.0311158538487861,0.776976651018188,0.833704826824756,0.989262027395019,0.227984033903613,0.0434144187721733,0.01,0.052450453123748,0.01,0.01,0.01,0.01,0.01,-61.4563106796116,-1.266,-8.82063996093187,-1.266,-1.19433962264151,14,16,93.75
"sjletica","CSC226-001-STADDON-S16","Cond 5",6,0,0,0,0,0,2,25.9259259259259,28.5714285714286,30.7692307692308,8.69565217391304,5.88235294117647,30,48.1481481481482,-17.1428571428571,-21.5384615384615,100,100,80,0.437041981959962,0.756794546835668,0.552691830007131,0.964714325821395,1.41620944143373,0.632101144275274,-1,-1,1,1,1,48.1481481481482,-65.2910052910053,-4.3956043956044,121.538461538462,0,-20,"Cond 5",542,2,NA,NA,13,8,0,1,2905.881,2467.608,438.273,138.375285714286,189.816,54.784125,5.11598767605634,5.92260810810811,4.99515789473684,NA,NA,10.5126251960079,NA,20,0,2,4,5,6,2,36,33,15,3,167,77,10,7,3,0.223188405797101,0.733333333333333,0.342222222222222,401,0,334,67,401,0,56,345,0.860349127182045,0.00498753117206983,0.139650872817955,50,2,46,0,2,NA,0.999333186044601,0.991638568877525,0.99999824158405,0.931301442438858,0.812172451843638,0.578303012503978,0.118945582002822,0.118945582002822,0.216640148809876,0.754214316835395,0.406095271510614,0.01,0.118945582002822,0.01,0.0246558823529412,0.01,0.01,0.01,0.01,0.0115226260758516,31.8518518518518,0.614285714285714,4.4233626989133,0.614285714285714,0.66153846153846,16,16,100
"skamin","CSC226-001-STADDON-S16","Cond 2",3,1,34,19,NA,NA,NA,52.3148148148148,100,92.3076923076923,NA,NA,NA,-4.62962962962963,-60,-100,-300,NA,NA,0.358895402404207,-11.397333862941,-0.614102033341256,-20,NA,NA,1,-1,NA,NA,NA,-4.62962962962963,-55.3703703703704,-40,-200,NA,NA,"Cond 2",1547,44,NA,NA,6,4,71,0,5807.865,5665.43,142.435,580.7865,944.238333333333,35.60875,3.69457061068702,3.84959459459459,3.6908338762215,NA,NA,8.5203448314814,NA,12,68,5,2,1,2,1,95,72,56,55,246,65,213,135,78,0.0552251486830926,0.189504373177843,0.0855263157894737,1325,1,1326,0,1326,0,149,1177,0.88763197586727,0.0331825037707391,0.11236802413273,537,2,19,10,19,NA,0.0137732117731173,0.508553393166048,0.0174892866950061,0.0430828582408273,0.558377794359998,0.0276553674666817,0.0115772344552288,0.0115506295623785,0.0116032151817332,0.0115518905630204,0.0136536953614149,0.0115936309744783,0.0115511551150656,0.01,0.0115511695184944,0.0115511551122257,0.0137698499204109,0.0115511550913028,0.0115510837829704,0.0115511538014061,NA,NA,NA,NA,NA,16,15,96.875
"slmendez","CSC226-001-STADDON-S16","Cond 6",6,5,1,0,33,13,17,78.2407407407407,42.8571428571429,30.7692307692308,91.304347826087,100,90,-56.4814814814815,-45.7142857142857,-21.5384615384615,-42.6086956521739,-100,-40,0.046309084181188,0.658691550023637,0.552691830007131,-1.32346746573623,-5.41759568934165,-0.568090901817018,-1,-1,1,-1,1,-56.4814814814815,10.7671957671958,24.1758241758242,-21.0702341137124,-57.3913043478261,60,"Cond 6",2257,14,NA,NA,14,7,1,2,14501.056,13789.726,711.33,690.526476190476,984.980428571429,101.618571428571,6.34341907261592,10.9435384615385,6.20879153534444,NA,NA,11.116561171313,NA,22,0,0,4,2,7,4,93,63,136,32,436,155,169,70,99,0.0868347338935574,1.50485436893204,0.164194915254237,1843,7,1599,251,1850,0,65,1785,0.964864864864865,0.00756756756756757,0.0351351351351351,705,0,42,1,2,NA,0.0302099030477948,0.101263878730699,0.999983409528194,0.0116418736354019,0.02764584010769,0.0717946299063501,0.875246557770086,0.085950668899241,0.98470989112082,0.8657404196118,0.908614760270013,0.0341393696038746,0.130060029541739,0.01,0.0137697081859533,0.0181233468446829,0.0115511551171837,0.0115472830123936,0.0115506295623785,0.01,16.4814814814815,0.105325443786982,1.31754292199684,0.105325443786982,0.291803278688525,4,6,31.25
